0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,10
0.475,0.36,0.11,0.492,0.211,0.11,0.15,11
0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,12
0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,11
0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575,8
0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,27
0.595,0.47,0.135,0.9365,0.434,0.184,0.287,8
0.78,0.63,0.215,2.657,1.488,0.4985,0.586,6
0.65,0.505,0.165,1.357,0.5725,0.281,0.43,13
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,8
0.5,0.375,0.13,0.721,0.3055,0.1725,0.22,8
0.165,0.115,0.015,0.0145,0.0055,0.003,0.005,8
0.565,0.455,0.185,0.9265,0.354,0.1575,0.375,17
0.595,0.5,0.18,1.053,0.4405,0.192,0.39,12
0.535,0.405,0.14,0.7315,0.336,0.156,0.19,17
0.56,0.44,0.14,0.971,0.443,0.2045,0.265,11
0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,13
0.62,0.485,0.155,1.049,0.462,0.231,0.25,6
0.425,0.325,0.11,0.3335,0.173,0.045,0.1,9
0.375,0.28,0.085,0.3155,0.187,0.046,0.067,13
0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,9
0.51,0.395,0.105,0.5525,0.234,0.127,0.165,14
0.515,0.385,0.11,0.5785,0.253,0.16,0.14,10
0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,12
0.285,0.215,0.06,0.0935,0.031,0.023,0.03,7
0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,9
0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
0.63,0.49,0.18,1.13,0.458,0.2765,0.315,9
0.365,0.275,0.085,0.223,0.098,0.0375,0.075,18
0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,13
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,7
0.595,0.435,0.15,0.9,0.4175,0.17,0.265,13
0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,13
0.6,0.5,0.17,1.13,0.4405,0.267,0.335,8
0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,19
0.66,0.535,0.2,1.791,0.733,0.318,0.54,8
0.54,0.415,0.145,0.74,0.2635,0.168,0.245,9
0.38,0.29,0.1,0.237,0.108,0.0395,0.082,18
0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
0.53,0.42,0.135,0.675,0.294,0.156,0.1825,7
0.585,0.45,0.15,0.997,0.4055,0.283,0.251,10
0.195,0.145,0.05,0.032,0.01,0.008,0.012,13
0.705,0.57,0.185,1.761,0.747,0.3725,0.488,6
0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,7
0.45,0.35,0.13,0.46,0.174,0.111,0.135,7
0.59,0.455,0.145,1.073,0.475,0.19,0.285,11
0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341,9
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,5
0.48,0.375,0.115,0.6765,0.3205,0.1065,0.17,16
0.61,0.46,0.16,1,0.494,0.197,0.275,11
0.255,0.18,0.055,0.083,0.031,0.0215,0.02,14
0.645,0.485,0.155,1.489,0.5915,0.312,0.38,11
0.44,0.35,0.135,0.435,0.1815,0.083,0.125,5
0.29,0.21,0.075,0.275,0.113,0.0675,0.035,13
0.475,0.37,0.125,0.537,0.222,0.1215,0.15,8
0.63,0.505,0.225,1.525,0.56,0.3335,0.45,11
0.175,0.125,0.04,0.024,0.0095,0.006,0.005,12
0.66,0.51,0.175,1.218,0.5055,0.303,0.37,12
0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,14
0.43,0.345,0.115,0.4295,0.212,0.108,0.109,9
0.635,0.495,0.195,1.297,0.556,0.2985,0.37,9
0.3,0.23,0.075,0.127,0.052,0.03,0.0345,10
0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,11
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11
0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,12
0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,10
0.525,0.415,0.14,0.724,0.3475,0.173,0.175,14
0.63,0.475,0.155,1.0005,0.452,0.252,0.265,5
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,8
0.465,0.35,0.125,0.482,0.23,0.106,0.1095,9
0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
0.48,0.38,0.135,0.528,0.2,0.1395,0.16,10
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,9
0.645,0.505,0.165,1.4325,0.684,0.308,0.336,15
0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355,13
0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,9
0.45,0.36,0.105,0.4715,0.2035,0.0935,0.149,6
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,8
0.275,0.2,0.075,0.086,0.0305,0.019,0.03,6
0.615,0.5,0.165,1.1765,0.488,0.244,0.345,10
0.35,0.25,0.07,0.18,0.0655,0.048,0.054,8
0.565,0.455,0.15,0.8205,0.365,0.159,0.26,11
0.705,0.56,0.17,1.4575,0.607,0.318,0.44,7
0.35,0.25,0.075,0.1695,0.0835,0.0355,0.041,10
0.635,0.505,0.165,1.251,0.577,0.227,0.3825,11
0.365,0.28,0.09,0.196,0.0865,0.036,0.0605,10
0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,8
0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,9
0.49,0.375,0.15,0.5755,0.22,0.144,0.19,5
0.555,0.42,0.14,0.868,0.33,0.243,0.21,5
0.65,0.525,0.185,1.622,0.6645,0.3225,0.477,13
0.535,0.41,0.13,0.6075,0.268,0.1225,0.1975,10
0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825,11
0.655,0.51,0.16,1.092,0.396,0.2825,0.37,9
0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,9
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,11
0.725,0.6,0.2,1.737,0.697,0.3585,0.595,4
0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,10
0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6
0.39,0.29,0.125,0.3055,0.121,0.082,0.09,8
